Theta,Phi,Lambda
2.777559252645621,-2.3802044325954865,0.7115581897570012
3.0308259003709908,-1.6620857706144587,1.322331840146735
-1.2372990378467525,2.2891610462709093,-2.7940685873073465
-1.866679496246902,-1.5994133206153278,-2.3010602165713774
1.479126782842163,-0.5663802798170927,-3.2846292832356134
-1.4794729027195053,1.5630231734478264,-1.8230314367568994
2.7378031365950006,1.8466098357648904,-3.1540541278006553
-1.237037652442556,0.5137203309089658,1.152018460528538
-2.057357848453765,-1.3506129243959704,3.221801670361694
1.4722366060916352,-2.6972444389398524,-1.4046870496798634
-1.4898684318800512,1.4235276895306646,-2.3787795295897416
-3.0790136422552403,3.126751181128911,1.2789220552727316
0.6356454688290059,3.564651323008116,-1.8933900300100264
-1.64063309049257,-0.5616034010994165,-1.61040035956786
1.926986353194924,-1.4646543861295376,3.104065741256961
-1.2570573359262807,-0.22360049440236757,0.21898239541178158
-0.8650099345713523,2.342349701460195,-3.6981108366729827
3.205168910069815,-3.7733585352342236,3.012181562962255
-0.3053089762594444,0.17144806188566444,2.6769112362890803
-0.2752594087743598,0.964101899225571,-0.24407040594034088
-2.3738423678483707,-1.7135177801638914,-0.27490338558453514
3.6439246599645854,-0.24926270574621173,0.12298586439087719
3.3727592050720103,-3.114036746044144,2.7427287466821726
3.4565069233306165,-1.7212403128278546,1.9642202555996249
-2.099082949519046,-3.4365980941419023,1.4695298369967222
1.0738903278147789,-1.3087452827989783,-0.4215725528465772
-0.6394516995870809,2.6431079497061556,-5.365727796188947
1.3295915610178781,-3.203208341509052,2.5729367822197147
2.8550045565932938,1.6510338699530134,1.8322326257308372
4.412221425393591,2.0371969642749295,1.5993942849747413
1.589136583660384,-1.3086660173064635,-2.540452997233472
-3.493445575247449,1.679975454907141,2.0091139114160117
-1.347272692727281,-1.441678709070716,0.8013454437405326
1.7010247529774973,0.09127532873888765,0.032019573322772985
4.05394699850311,1.2756622585221706,-0.9753238938281243
0.344337611485393,-2.6033119565042986,-3.039437816327575
-4.0600279343098,-3.2238311756405564,1.2106417697021956
0.8957071188087016,-0.688541771599291,-0.7528264948489884
0.23637667719209615,-2.0043965450661867,2.508435159940981
3.1002786619955933,-0.7351690222328388,1.118858978721865
2.857840956577965,-0.25638636891671135,-0.6604733438633817
1.463375488424026,-0.21520046441716395,-1.562555449488418
1.0914451126854434,1.612210765868411,-2.185809025302294
1.6383549880440693,2.863997695364548,-1.5511809582746965
-0.793003353679187,1.1207006895056775,-1.478805875484028
-1.0811915079026786,-2.6803713764604655,1.2532292228108197
-0.27184738189507796,4.178799463903582,0.10853981225281026
-3.44583268032419,1.942448436300092,1.3612341706965163
0.5382361992530411,1.9574812558159569,0.6330652010201949
-0.4019548454022934,1.9578222792920426,-3.1458206153926067
1.7329163292218648,-2.462376926915946,1.8653801380369361
-0.8614593522520093,0.32701697961685755,1.5448915520861308
-3.293470175912688,0.6517152133868437,1.703888799823829
0.6802565182653085,-0.1957054217152007,-2.100808269992662
-2.5212006978597676,-0.7877549380954114,0.02343106893381923
1.5370823959234137,1.9123708408237963,3.3126124796667384
2.153281592166953,5.105498385176643,-5.428010586020382
-3.935027890536979,-0.3669768859382279,3.2119568014048787
-0.04569139537011914,-0.3021168826602567,3.353201761572949
-0.5316871362330196,3.200295234409205,1.5234389717310572
1.817209271036387,2.420854644073725,2.1277664802463097
2.8354630790339694,-1.4065032885906257,2.6522263501802774
3.574850884826159,1.1117924072837586,-2.8407152140799914
-3.586896264845111,0.027644105541936498,-1.6785796703067115
1.6044489218715114,1.7790009264346183,0.6652900054480937
-3.174118571045147,0.3501656878408561,-1.2842321827618575
0.05742911043200698,3.227011474397524,-2.45074711969085
-0.26760552479938227,-3.3576091466742013,0.7874135576973468
-2.466303087713738,-1.586190973745107,2.7608738066695753
-1.2225804852128874,-1.958962088688527,-2.884835197808463
