Theta,Phi,Lambda
1.3878663493852346,-3.4034788808420666,2.1971043902614733
-2.3724091728375947,-2.8417179423557015,-3.386245226526495
-0.9185131131008238,0.038125773464022385,-2.909847394708839
1.0217114173832367,-2.3923589088991633,-1.1974204839577105
-1.6798361757844846,1.7934191908048158,-1.5179905934358544
-2.4546728390463777,-0.13060369916907738,-1.9892831492511864
-2.8716438101079893,-0.46562870052109956,0.08489701998444549
0.3178264217463713,3.3710570013889463,-2.718733213868324
-2.913699175389053,-1.9767414867410462,-2.5947797391053835
0.12363205622254882,1.915594595813468,-2.7826979812521397
0.41264162085496675,1.5231347585201231,-0.9695627241844462
3.253715174450505,-2.621322164759666,-2.104106892774051
0.4956090356708368,2.7639664220585303,2.6212204212731582
1.347963248652926,1.5011754992224873,1.2042755656493653
3.5323661169696585,-0.3373069503810379,-2.00070079168211
0.23346469445789328,-0.6221202713422798,1.2974197676931882
-0.2381971961163063,1.3316596262327554,1.154187613568111
-2.6143545358527196,-0.9267553457025589,0.39965440709426786
2.9104613972084836,0.7883550269772442,-1.0758089184704671
-1.4121328170162104,-1.1025177237220758,-1.7857804413319929
2.2186802136865995,1.2800768908252311,1.6628544133962795
0.08208877078688055,-3.1117874208942156,3.4162203610879227
2.012389251333617,0.7730474136331072,-2.8101712738686526
-3.3532766209699827,2.4112214193092423,-1.6671414406613791
-0.8166121408180833,-0.2249652372494761,-3.126399650209668
0.8977562437497388,-0.21658753569557718,-0.09801567127895176
2.5254467666710623,3.067356888301895,-1.3572898594364204
-1.3811414185969322,-1.624350825238502,1.7090139753898304
-1.4885208617387933,0.5313052727540639,-2.3288106053142092
-1.5985072325417218,-1.979821548220255,-0.16075978986060924
1.3515294941633185,0.31715096310967117,0.6851205997534381
2.102281219432515,-1.8776244730937324,-0.9186434416822306
0.1978894607855177,-1.3202097399431922,1.9916090929995638
-0.7239835262004319,2.8424249698787314,0.7716343616188501
3.0123564104101757,1.3110151944312356,2.572106500205987
-0.5442210134657147,0.1687785762479229,3.147915582051428
-2.828692126436676,-1.7211779148928368,1.3690708176307416
-2.7459690788474886,1.6186291873891698,3.12531306473094
-2.7219934373331505,2.4411369625377177,-0.5479185225901599
0.993634564634067,-1.4977759051019184,1.7881184942662172
-3.0037684772830526,-0.09090574287097773,1.6908063505616353
-0.8577584798738438,-2.4612368820464017,-2.1470912396724398
-1.2565432248541755,1.8072450254043049,1.9275935516855118
1.4116907367587253,1.2817185722662068,0.924579693821364
-1.652089710469503,-1.0937300507739802,1.8041105647816371
2.849502739731909,0.1561163177152968,-1.6338460115683848
2.6429117436825664,-2.5358714955388084,1.4432383770902735
-0.9208925336988699,1.0958751827257822,0.4812628599106994
0.2843334170538047,-2.775930535082624,-2.859771389125946
2.285261386991488,2.1530898048948335,-2.049599727504267
2.435842760996964,-0.08551947997589143,-0.38100011129464273
1.4125426843979565,-1.9737832130592268,2.972476184690699
2.206235104757956,3.0164351521671957,1.0832993624150484
-1.862258377743841,-0.48539380345698735,0.20341317102895226
-0.26397270963272695,-2.711879079842372,-1.5209393374082694
2.8454525971317626,-1.6924208971458286,-1.034030082705817
0.40425629818442943,1.905754283521757,-2.868247785974367
-1.927535388506982,-1.8372023974341591,0.4895710622810008
-3.0953209455963533,0.16995104446201947,-3.507709369936035
-2.2966688953507606,0.35977956999984,-0.18307444304665693
0.05120402097875606,-3.1100400559337307,1.4323637746973414
1.1836433614197432,-1.8961866510069398,-3.15788127939772
2.0523527949106537,-0.7070269948223186,1.223201256348955
2.9939512942101887,1.8896598223957657,-3.2009875575315463
-0.42852738270451735,0.1474567822160495,1.5997210734166798
2.2151727960757697,1.7740988842883,-2.814301007356643
-2.3204282959693754,-1.85593029490139,-0.8427141931333338
-0.4720292912656948,-2.882254377010766,0.9429053250643501
2.91752893925194,3.7924001002038525,-0.7632209447453394
0.38225278800378315,-0.4032922257092631,2.53553439328716
-1.4571413560747017,-0.7939672806081345,-0.3653356690414385
2.3576404977731706,-3.359280266587855,-1.1681016968570428
2.3827612281864394,2.105509751448039,-0.8041789911221819
-2.8798089752968035,-3.2785153123832864,-0.7130978187929937
-0.27420581496078117,-2.008073430998458,-2.3469752011285627
-1.714530188637694,-3.076371791807525,-1.5034441629347657
-2.0532045048527694,-2.1787598540325077,0.22279669749560968
1.7631177115554169,2.5278610616933688,-1.1218953390629174
-0.15466405341913575,1.262131741226736,-1.522728576502101
0.07492324389071695,0.013731999570005197,-0.2740471046927668
3.203257113805506,0.8896715782933339,-1.4395385691856835
-0.5975123022143585,3.094318487105338,-2.7265386562342577
-3.453544451712687,3.2191425172141472,-2.5490864152511787
2.6690039059152113,1.2972550625186101,2.069212564415545
0.5595827096545773,2.8380384153588096,0.9787586404211083
2.396361186980348,-0.2023978127365242,1.1355846454490806
1.5204753980688834,0.6572984958420662,0.49147941154575836
3.1489823318127916,-2.315872077295923,-0.6746203096816039
-1.4718069691209894,-2.7411395879093057,-2.3357257214384686
2.561989065535999,2.206194001742743,-1.5583448279976175
0.8968186309920999,-3.1029744520962703,-2.183636440147963
