Theta,Phi,Lambda
3.476548286200593,-1.2573761415002387,-0.9994772451267384
1.3348596968423254,-0.4595622109181649,-2.0233287109432525
0.17196815815258207,1.0376145962329362,0.5661624392870405
0.3914836435346467,2.9043985873241214,0.6509705227537148
0.9736274679237609,-0.8673113637606037,2.496783106916341
-2.6221333142551533,-2.1487053440545685,-0.8934442265692025
1.2302555121686503,-0.8265627679882198,-0.220164719513676
-0.7990003375432345,-0.6242943068192411,0.34092195552386206
0.6519423144242175,-1.7360500767058962,-1.3577707240730295
3.385413430389152,-1.7324679115024628,2.6229089826404737
1.8003164288752502,-2.28390228575071,-3.231457095956233
1.5834738785642528,-3.087406639691302,0.7498642532645063
-1.6654393158929774,1.4985948083430005,2.8517527117693873
3.1026654597056793,1.53927825596447,-0.5151617629285743
0.4885962248515289,-1.499271090387757,2.677313162022406
1.2959414226150032,1.1761321114322933,2.0381779753273452
0.5911741136231907,-0.9824163220959026,2.7808344537542506
-2.9380970847695247,-3.157613956546412,0.43451709195073535
1.7588119429091558,-0.20932061023266263,-0.4772149298002417
-0.6021963389642508,0.805439594831123,2.6233588634731193
-0.5082933449679162,2.155130250604951,-1.7991998730395917
-1.8180931545149321,-2.665019685829216,-2.1826179180828587
-2.8853657817325478,-2.418863396871023,-3.0835555541600024
2.1945266952782316,2.888157954744951,1.291071682376795
1.382441614807283,1.4427389943633713,2.4575967552278444
-0.1867737761799567,1.386985627606188,3.444349656607216
-3.2621179427540152,0.9314219758340894,-2.83110128257914
2.294932164322138,3.235857507585021,-1.5365176295728034
1.6896765483863112,-3.4024257338834936,-0.17298628492608828
-1.0102718976149285,-2.195570615913195,-0.4546270525844664
1.298285991333794,-3.0900981405118513,0.017151265505217533
-1.2198695027360618,0.7210729458054967,-2.9809283286139103
-0.43237997537571565,2.8155892075127613,0.8773742206285414
-0.5577513768521298,2.6935861462505586,2.0298226267337514
-1.4753435244966058,-0.43750643452977617,0.30924940429516334
2.7302224596060705,1.0534693431369662,2.42492020182186
-2.9732159033139767,-1.3737242790558495,-0.6154014475587575
-2.792572487087757,-3.0553291326321883,3.8071144344433314
-0.27274923415289876,-2.8300344455972875,2.498567996250436
-3.471560854915936,-0.015427282385220094,1.9338016720601676
2.1116532820284717,-3.4518388936913786,-1.699078746539537
1.4569881336013926,-3.3856664440453246,2.5799024709146803
3.1587403328793595,-0.18070661420659917,3.1472185076353942
0.16598513050665037,2.723854476832369,2.506948697142771
1.6826070964804494,-0.20583718019338237,0.6155505071110146
3.143293010548218,-1.4775337526607677,2.9367793264993485
1.7331494836089019,3.5357043488205067,-1.7280858903891878
-2.415890893486304,-1.2366162898270714,3.1854778157463874
2.9396379399766643,0.9108573217071025,1.2235119923737237
-1.8537769582530037,-2.765326852414567,-2.5025532221882973
-0.23206099123574928,-1.8152170618219594,1.6388112763083278
-2.0862812528969914,-1.1982552918010823,2.093134300542297
-3.7507506455713866,1.4092753131279132,0.1717607042114941
3.4139558982901335,-1.9907383853016707,-0.30352244499787373
-2.8784729324861598,0.6209410014806526,1.657452653488684
-2.6712039431176056,1.901585145680733,0.1905855506945291
3.4556848509090017,-0.7197623312036238,-3.4711306107954885
-2.0906727763376907,-2.3263209503559206,-0.8650942885918549
-0.17369700324004222,-3.304677809113228,0.15420963462445744
-0.13465460422233938,2.7164777711387758,-1.9985101791981927
-2.264335397763652,-0.41182578707544704,-2.6175748043567597
-0.13342570009970717,2.4816660845709744,2.4353724447694507
-0.2651385703233029,0.09899020957624394,2.745267789903617
-1.333993456344971,-0.4893301400813551,-2.4916080391372546
-0.9653147712747426,-0.6002837186924704,1.1455192950434334
2.3258762532305877,-2.7425018558630243,0.5178117511268513
-1.1975647392793134,0.5184536954713588,-2.2158748130789556
-0.045395230864021974,0.030947425785592574,-1.8616636570114948
2.783212907168044,-0.4964914817967228,-1.5650005478269586
-3.045697426994109,-0.1136182033401525,-0.7692528475231833
-0.8244628711144033,-2.1992645996165923,2.3314423221988396
-2.798753097276843,-0.10694471027787437,1.1139003708988966
3.930340305305725,-1.1241992777010528,-2.362151672138892
1.5249891431812455,-1.8162794590419957,0.6310560773764614
1.080963464466555,-2.9735985451608,1.6412183823952728
-1.476894470826591,-1.1907974497342428,0.7672709855976512
2.496019361392992,2.702289540612304,-1.6881682798118003
